date_time,username,names,gender,email,start,end,country,continent,broadcast,age,game,duration
0.005033565,isabellarodriguez,Isabella Rodriguez,Male,isabella.rodriguez@gmail.com,14/08/2022 15:00,14/08/2022 21:00,South Africa,Asia,repeat,70,rugby,0.25
0.005033565,silvermiller,Silver Miller,Male,silver.miller@gmail.com,02/03/2020 03:00,02/03/2020 13:00,Canada,South America,highlights,38,searchsports.php 200,0.416666667
0.005033565,sophiasmith,Sophia Smith,Male,sophia.smith@gmail.com,17/06/2023 14:00,18/06/2023 00:00,Spain,South America,live,55,football,0.416666667
0.005033565,mildredwilliams,Mildred Williams,Male,mildred.williams@gmail.com,18/02/2021 09:00,18/02/2021 23:00,UK,Europe,live,59,football,0.583333333
0.005033565,silverpalmer,Silver Palmer,Male,silver.palmer@gmail.com,28/01/2020 19:00,29/01/2020 05:00,France,Africa,live,42,football,0.416666667
0.005033565,mikeanorld,Mike Anorld,Male,mike.anorld@gmail.com,03/03/2022 12:00,04/03/2022 01:00,Zimbabwe,North America,highlights,74,rugby,0.541666667
0.005033565,miarose,Mia Rose,Female,mia.rose@gmail.com,03/09/2022 15:00,03/09/2022 22:00,Botswana,South America,live,22,rugby,0.291666667
0.005033565,oliverdavis,Oliver Davis,Female,oliver.davis@gmail.com,03/01/2021 07:00,03/01/2021 13:00,Germany,North America,repeat,58,tennis,0.25
0.005033565,emmawilliams,Emma Williams,Female,emma.williams@gmail.com,11/02/2021 10:00,11/02/2021 13:00,Canada,Africa,highlights,74,tennis,0.125
0.005033565,isabellamiller,Isabella Miller,Female,isabella.miller@gmail.com,06/05/2023 17:00,07/05/2023 00:00,Brazil,Africa,live,41,football,0.291666667
0.005033565,silverjohnson,Silver Johnson,Male,silver.johnson@gmail.com,02/09/2020 21:00,03/09/2020 07:00,Canada,Asia,live,55,tennis,0.416666667
0.005033565,miaanorld,Mia Anorld,Female,mia.anorld@gmail.com,17/10/2021 16:00,17/10/2021 20:00,France,North America,live,38,football,0.166666667
0.005033565,emmamartinez,Emma Martinez,Male,emma.martinez@gmail.com,14/02/2021 16:00,15/02/2021 04:00,Italy,Asia,highlights,61,tennis,0.5
0.005033565,isabellarose,Isabella Rose,Female,isabella.rose@gmail.com,04/06/2023 23:00,05/06/2023 05:00,UK,Europe,live,61,pool,0.25
0.005033565,johnmiller,John Miller,Female,john.miller@gmail.com,19/11/2022 18:00,20/11/2022 07:00,Italy,Africa,repeat,25,football,0.541666667
0.005033565,sophiagarcia,Sophia Garcia,Male,sophia.garcia@gmail.com,14/11/2023 13:00,14/11/2023 21:00,France,North America,highlights,40,football,0.333333333
0.005033565,sophiamiller,Sophia Miller,Female,sophia.miller@gmail.com,02/08/2023 13:00,02/08/2023 17:00,Botswana,South America,highlights,39,tennis,0.166666667
0.005033565,johndavis,John Davis,Male,john.davis@gmail.com,29/05/2021 00:00,29/05/2021 12:00,China,Africa,repeat,45,tennis,0.5
0.005033565,mikejones,Mike Jones,Male,mike.jones@gmail.com,19/05/2020 02:00,19/05/2020 13:00,Germany,North America,highlights,55,pool,0.458333333
0.005033565,emmadavis,Emma Davis,Male,emma.davis@gmail.com,15/07/2021 03:00,15/07/2021 14:00,Spain,North America,repeat,20,rugby,0.458333333
0.005033565,miagarcia,Mia Garcia,Female,mia.garcia@gmail.com,24/06/2021 17:00,25/06/2021 07:00,UK,North America,highlights,22,tennis,0.583333333
0.005033565,mikejones,Mike Jones,Female,mike.jones@gmail.com,28/10/2022 06:00,28/10/2022 13:00,Brazil,Europe,highlights,41,pool,0.291666667
0.005033565,mikerose,Mike Rose,Female,mike.rose@gmail.com,07/11/2020 12:00,07/11/2020 22:00,Mexico,South America,highlights,25,rugby,0.416666667
0.005033565,waynekane,Wayne Kane,Male,wayne.kane@gmail.com,01/04/2020 16:00,01/04/2020 19:00,Botswana,Africa,live,19,pool,0.125
0.005033565,jamesdavis,James Davis,Male,james.davis@gmail.com,27/08/2020 18:00,28/08/2020 08:00,South Africa,North America,highlights,34,rugby,0.583333333
0.005033565,jamesanorld,James Anorld,Female,james.anorld@gmail.com,17/05/2021 03:00,17/05/2021 08:00,Brazil,South America,repeat,61,tennis,0.208333333
0.005033565,prettydavis,Pretty Davis,Male,pretty.davis@gmail.com,03/06/2022 20:00,04/06/2022 01:00,UK,North America,live,40,rugby,0.208333333
0.005033565,waynemiller,Wayne Miller,Male,wayne.miller@gmail.com,07/10/2023 02:00,07/10/2023 09:00,Italy,Europe,repeat,40,pool,0.291666667
0.005033565,robertsmith,Robert Smith,Male,robert.smith@gmail.com,20/07/2020 15:00,21/07/2020 03:00,South Africa,Africa,repeat,44,tennis,0.5
0.005033565,miamartinez,Mia Martinez,Male,mia.martinez@gmail.com,19/05/2022 11:00,19/05/2022 18:00,USA,South America,live,75,tennis,0.291666667
0.005033565,jameswilliams,James Williams,Female,james.williams@gmail.com,18/01/2020 02:00,18/01/2020 05:00,France,North America,live,64,football,0.125
0.005033565,sophiasmith,Sophia Smith,Male,sophia.smith@gmail.com,01/09/2022 18:00,01/09/2022 23:00,Brazil,Africa,highlights,34,rugby,0.208333333
0.005033565,emmamiller,Emma Miller,Male,emma.miller@gmail.com,29/11/2023 21:00,30/11/2023 07:00,Spain,Africa,repeat,30,football,0.416666667
0.005033565,isabellagarcia,Isabella Garcia,Male,isabella.garcia@gmail.com,21/08/2020 08:00,21/08/2020 17:00,Botswana,Africa,highlights,50,rugby,0.375
0.005033565,williamgarcia,William Garcia,Male,william.garcia@gmail.com,19/11/2021 16:00,20/11/2021 06:00,China,Asia,highlights,21,tennis,0.583333333
0.005033565,johnbrookes,John Brookes,Female,john.brookes@gmail.com,29/07/2022 18:00,30/07/2022 04:00,Spain,Europe,live,56,rugby,0.416666667
0.005033565,janemartinez,Jane Martinez,Female,jane.martinez@gmail.com,19/05/2022 16:00,20/05/2022 02:00,Zimbabwe,Asia,repeat,23,tennis,0.416666667
0.005033565,prettygarcia,Pretty Garcia,Male,pretty.garcia@gmail.com,23/02/2021 09:00,23/02/2021 23:00,UK,North America,live,72,searchsports.php 200,0.583333333
0.005033565,miawilliams,Mia Williams,Female,mia.williams@gmail.com,19/03/2024 03:00,19/03/2024 15:00,Spain,Asia,highlights,77,football,0.5
0.005033565,robertjohnson,Robert Johnson,Female,robert.johnson@gmail.com,14/01/2022 10:00,14/01/2022 14:00,Zimbabwe,South America,highlights,74,pool,0.166666667
0.005033565,oliverjones,Oliver Jones,Female,oliver.jones@gmail.com,16/08/2023 20:00,17/08/2023 07:00,Zimbabwe,Africa,highlights,52,football,0.458333333
0.005033565,isabellajohnson,Isabella Johnson,Male,isabella.johnson@gmail.com,29/09/2023 11:00,30/09/2023 01:00,UK,Asia,highlights,54,pool,0.583333333
0.005033565,mildreddavis,Mildred Davis,Female,mildred.davis@gmail.com,15/01/2021 03:00,15/01/2021 16:00,China,Asia,highlights,72,football,0.541666667
0.005033565,miarose,Mia Rose,Female,mia.rose@gmail.com,16/01/2020 19:00,17/01/2020 04:00,UK,Asia,repeat,78,football,0.375
0.005033565,prettysmith,Pretty Smith,Female,pretty.smith@gmail.com,19/09/2021 23:00,20/09/2021 03:00,Zimbabwe,South America,highlights,77,rugby,0.166666667
0.005033565,oliversmith,Oliver Smith,Female,oliver.smith@gmail.com,02/07/2022 12:00,02/07/2022 23:00,Botswana,South America,live,19,tennis,0.458333333
0.005033565,mikejohnson,Mike Johnson,Male,mike.johnson@gmail.com,29/08/2023 05:00,29/08/2023 09:00,Spain,Europe,live,38,rugby,0.166666667
0.005033565,miabrookes,Mia Brookes,Female,mia.brookes@gmail.com,12/09/2021 00:00,12/09/2021 11:00,UK,Africa,highlights,46,football,0.458333333
0.005033565,waynerodriguez,Wayne Rodriguez,Male,wayne.rodriguez@gmail.com,25/02/2023 01:00,25/02/2023 11:00,Zimbabwe,South America,live,66,pool,0.416666667
0.005033565,janedavis,Jane Davis,Female,jane.davis@gmail.com,02/02/2021 16:00,02/02/2021 21:00,UK,Europe,live,62,tennis,0.208333333
0.005033565,janebrookes,Jane Brookes,Male,jane.brookes@gmail.com,28/01/2021 16:00,29/01/2021 05:00,Spain,Africa,repeat,36,football,0.541666667
0.005033565,janekane,Jane Kane,Female,jane.kane@gmail.com,11/07/2021 00:00,11/07/2021 07:00,Canada,South America,repeat,69,football,0.291666667
0.005033565,waynerose,Wayne Rose,Female,wayne.rose@gmail.com,01/09/2020 13:00,02/09/2020 01:00,Canada,South America,highlights,32,pool,0.5
0.005033565,janemiller,Jane Miller,Female,jane.miller@gmail.com,03/11/2021 16:00,03/11/2021 20:00,Mexico,Africa,highlights,61,searchsports.php 200,0.166666667
0.005033565,silversmith,Silver Smith,Male,silver.smith@gmail.com,04/03/2024 01:00,04/03/2024 11:00,France,Europe,repeat,70,pool,0.416666667
0.005033565,isabellaanorld,Isabella Anorld,Female,isabella.anorld@gmail.com,26/02/2023 10:00,26/02/2023 13:00,South Africa,Asia,highlights,37,rugby,0.125
0.005033565,johnwilliams,John Williams,Male,john.williams@gmail.com,12/02/2022 11:00,12/02/2022 18:00,France,Europe,highlights,38,rugby,0.291666667
0.005033565,prettyrose,Pretty Rose,Male,pretty.rose@gmail.com,12/06/2021 08:00,12/06/2021 16:00,Spain,South America,highlights,58,tennis,0.333333333
0.005033565,nathankeith,Nathan Keith,Male,nathan.keith@gmail.com,08/04/2020 04:00,08/04/2020 13:00,Mexico,Africa,highlights,37,rugby,0.375
0.005033565,isabellarose,Isabella Rose,Male,isabella.rose@gmail.com,11/08/2023 18:00,12/08/2023 02:00,Botswana,Asia,repeat,34,pool,0.333333333
0.005033565,waynepalmer,Wayne Palmer,Female,wayne.palmer@gmail.com,07/02/2021 08:00,07/02/2021 14:00,France,North America,live,61,rugby,0.25
0.005033565,silverpalmer,Silver Palmer,Male,silver.palmer@gmail.com,14/05/2021 01:00,14/05/2021 06:00,Italy,South America,highlights,45,pool,0.208333333
0.005033565,robertkane,Robert Kane,Female,robert.kane@gmail.com,07/07/2021 01:00,07/07/2021 15:00,France,Asia,highlights,69,rugby,0.583333333
0.005033565,mildredbrown,Mildred Brown,Female,mildred.brown@gmail.com,26/01/2024 21:00,27/01/2024 04:00,Italy,South America,live,44,football,0.291666667
0.005033565,williamjones,William Jones,Male,william.jones@gmail.com,13/09/2022 18:00,14/09/2022 08:00,USA,Africa,repeat,20,pool,0.583333333
0.005033565,isabellawilliams,Isabella Williams,Male,isabella.williams@gmail.com,26/01/2022 07:00,26/01/2022 13:00,Brazil,Asia,live,76,football,0.25
0.005033565,emmamiller,Emma Miller,Male,emma.miller@gmail.com,25/04/2022 01:00,25/04/2022 07:00,France,Africa,live,74,searchsports.php 200,0.25
0.005033565,janewilliams,Jane Williams,Male,jane.williams@gmail.com,21/03/2022 17:00,22/03/2022 06:00,UK,North America,highlights,73,rugby,0.541666667
0.005033565,janeanorld,Jane Anorld,Female,jane.anorld@gmail.com,15/08/2023 20:00,16/08/2023 06:00,Germany,North America,highlights,50,tennis,0.416666667
0.005033565,isabellabrown,Isabella Brown,Male,isabella.brown@gmail.com,05/04/2022 14:00,05/04/2022 23:00,France,Africa,live,60,rugby,0.375
0.005033565,prettyrose,Pretty Rose,Male,pretty.rose@gmail.com,10/10/2020 08:00,10/10/2020 19:00,Italy,Europe,repeat,64,football,0.458333333
0.005033565,mikekeith,Mike Keith,Male,mike.keith@gmail.com,03/02/2020 23:00,04/02/2020 08:00,Italy,North America,live,63,pool,0.375
0.005033565,sophiarodriguez,Sophia Rodriguez,Male,sophia.rodriguez@gmail.com,11/07/2023 06:00,11/07/2023 14:00,USA,South America,repeat,44,pool,0.333333333
0.005033565,johnrodriguez,John Rodriguez,Male,john.rodriguez@gmail.com,23/01/2022 06:00,23/01/2022 10:00,Brazil,Europe,repeat,76,rugby,0.166666667
0.005033565,williamwilliams,William Williams,Female,william.williams@gmail.com,01/10/2023 16:00,02/10/2023 04:00,Germany,South America,repeat,74,football,0.5
0.005033565,nathanrose,Nathan Rose,Male,nathan.rose@gmail.com,01/06/2023 18:00,02/06/2023 08:00,Italy,South America,repeat,71,football,0.583333333
0.005033565,williammartinez,William Martinez,Male,william.martinez@gmail.com,27/12/2023 02:00,27/12/2023 14:00,China,Europe,live,41,rugby,0.5
0.005033565,williambrown,William Brown,Male,william.brown@gmail.com,03/03/2021 12:00,04/03/2021 02:00,France,North America,highlights,37,rugby,0.583333333
0.005033565,nathankeith,Nathan Keith,Female,nathan.keith@gmail.com,18/05/2021 23:00,19/05/2021 05:00,UK,South America,live,46,football,0.25
0.005033565,mikepalmer,Mike Palmer,Male,mike.palmer@gmail.com,16/09/2023 21:00,17/09/2023 11:00,USA,Africa,highlights,53,tennis,0.583333333
0.005033565,prettymiller,Pretty Miller,Female,pretty.miller@gmail.com,29/08/2022 02:00,29/08/2022 10:00,Spain,Europe,live,61,football,0.333333333
0.005033565,emmasmith,Emma Smith,Female,emma.smith@gmail.com,10/04/2020 10:00,10/04/2020 22:00,UK,South America,highlights,50,pool,0.5
0.005033565,williamgarcia,William Garcia,Female,william.garcia@gmail.com,12/06/2023 15:00,12/06/2023 22:00,China,South America,repeat,69,football,0.291666667
0.005033565,johnsmith,John Smith,Female,john.smith@gmail.com,02/03/2020 23:00,03/03/2020 13:00,Spain,Europe,repeat,28,pool,0.583333333
0.005033565,jamesmiller,James Miller,Female,james.miller@gmail.com,23/07/2020 15:00,24/07/2020 02:00,Canada,North America,live,48,football,0.458333333
0.005033565,mildredrose,Mildred Rose,Male,mildred.rose@gmail.com,26/02/2024 13:00,26/02/2024 23:00,Spain,Africa,repeat,30,rugby,0.416666667
0.005033565,robertrodriguez,Robert Rodriguez,Male,robert.rodriguez@gmail.com,15/01/2021 15:00,16/01/2021 05:00,Spain,Africa,repeat,19,searchsports.php 200,0.583333333
0.005033565,williampalmer,William Palmer,Female,william.palmer@gmail.com,03/11/2023 15:00,04/11/2023 03:00,Zimbabwe,South America,live,53,searchsports.php 200,0.5
0.005033565,waynekeith,Wayne Keith,Female,wayne.keith@gmail.com,08/04/2021 06:00,08/04/2021 19:00,Botswana,Asia,highlights,46,pool,0.541666667
0.005033565,emmadavis,Emma Davis,Male,emma.davis@gmail.com,25/05/2023 08:00,25/05/2023 21:00,Brazil,Africa,live,26,rugby,0.541666667
0.005033565,olivermartinez,Oliver Martinez,Female,oliver.martinez@gmail.com,10/12/2023 13:00,11/12/2023 00:00,China,North America,live,34,rugby,0.458333333
0.005033565,emmabrookes,Emma Brookes,Female,emma.brookes@gmail.com,05/05/2023 23:00,06/05/2023 12:00,Brazil,Europe,live,54,football,0.541666667
0.005033565,sophiarose,Sophia Rose,Female,sophia.rose@gmail.com,20/05/2020 08:00,20/05/2020 19:00,Germany,North America,repeat,77,pool,0.458333333
0.005033565,miapalmer,Mia Palmer,Male,mia.palmer@gmail.com,29/01/2021 22:00,30/01/2021 01:00,USA,North America,live,65,rugby,0.125
0.005033565,miakane,Mia Kane,Female,mia.kane@gmail.com,17/12/2021 15:00,18/12/2021 04:00,France,South America,highlights,42,tennis,0.541666667
0.005033565,sophiakane,Sophia Kane,Female,sophia.kane@gmail.com,12/04/2021 08:00,12/04/2021 21:00,Zimbabwe,Asia,repeat,58,pool,0.541666667
0.005033565,prettymiller,Pretty Miller,Female,pretty.miller@gmail.com,22/12/2020 20:00,22/12/2020 23:00,Zimbabwe,South America,live,43,pool,0.125
0.005033565,isabellarodriguez,Isabella Rodriguez,Female,isabella.rodriguez@gmail.com,07/01/2024 15:00,08/01/2024 04:00,Brazil,South America,repeat,74,rugby,0.541666667
0.005033565,janekeith,Jane Keith,Male,jane.keith@gmail.com,20/12/2023 16:00,20/12/2023 23:00,Spain,North America,highlights,70,rugby,0.291666667
0.005033565,sophiarose,Sophia Rose,Male,sophia.rose@gmail.com,12/05/2021 10:00,12/05/2021 13:00,Canada,Asia,repeat,54,searchsports.php 200,0.125
0.005033565,silverjohnson,Silver Johnson,Male,silver.johnson@gmail.com,11/06/2023 18:00,11/06/2023 22:00,USA,North America,highlights,38,tennis,0.166666667
0.005033565,isabellajohnson,Isabella Johnson,Female,isabella.johnson@gmail.com,01/03/2024 21:00,02/03/2024 05:00,Spain,Africa,live,62,searchsports.php 200,0.333333333
0.005033565,prettybrookes,Pretty Brookes,Female,pretty.brookes@gmail.com,10/07/2021 01:00,10/07/2021 05:00,Zimbabwe,Asia,highlights,38,pool,0.166666667
0.005033565,janemartinez,Jane Martinez,Female,jane.martinez@gmail.com,04/02/2024 20:00,05/02/2024 09:00,Brazil,Europe,live,36,pool,0.541666667
0.005033565,janerose,Jane Rose,Female,jane.rose@gmail.com,05/03/2022 10:00,05/03/2022 20:00,China,Asia,highlights,69,tennis,0.416666667
0.005033565,jamesmartinez,James Martinez,Male,james.martinez@gmail.com,24/03/2024 10:00,24/03/2024 22:00,Spain,Europe,live,54,tennis,0.5
0.005033565,silverkane,Silver Kane,Female,silver.kane@gmail.com,28/09/2021 05:00,28/09/2021 15:00,Canada,Africa,repeat,54,rugby,0.416666667
0.005033565,jamesmiller,James Miller,Female,james.miller@gmail.com,25/10/2022 07:00,25/10/2022 16:00,Spain,Europe,repeat,80,rugby,0.375
0.005033565,robertrose,Robert Rose,Female,robert.rose@gmail.com,26/04/2023 23:00,27/04/2023 04:00,Canada,Asia,repeat,36,pool,0.208333333
0.005033565,wayneanorld,Wayne Anorld,Female,wayne.anorld@gmail.com,29/04/2021 08:00,29/04/2021 18:00,China,North America,highlights,28,tennis,0.416666667
0.005033565,emmamartinez,Emma Martinez,Female,emma.martinez@gmail.com,12/06/2021 09:00,12/06/2021 12:00,Germany,Asia,repeat,47,pool,0.125
0.005033565,mikedavis,Mike Davis,Female,mike.davis@gmail.com,21/12/2020 08:00,21/12/2020 17:00,Spain,Asia,live,57,pool,0.375
0.005033565,silverwilliams,Silver Williams,Female,silver.williams@gmail.com,21/06/2023 15:00,21/06/2023 23:00,Canada,North America,highlights,59,searchsports.php 200,0.333333333
0.005033565,sophiawilliams,Sophia Williams,Female,sophia.williams@gmail.com,11/10/2021 04:00,11/10/2021 09:00,Zimbabwe,Europe,repeat,26,rugby,0.208333333
0.005033565,jamesmartinez,James Martinez,Male,james.martinez@gmail.com,11/08/2023 08:00,11/08/2023 21:00,Zimbabwe,Africa,live,33,tennis,0.541666667
0.005033565,mildredkane,Mildred Kane,Male,mildred.kane@gmail.com,06/04/2022 22:00,07/04/2022 10:00,China,North America,live,42,rugby,0.5
0.005033565,nathandavis,Nathan Davis,Male,nathan.davis@gmail.com,01/02/2024 22:00,02/02/2024 09:00,Spain,North America,highlights,38,tennis,0.458333333
0.005033565,robertgarcia,Robert Garcia,Female,robert.garcia@gmail.com,23/03/2022 00:00,23/03/2022 03:00,USA,Asia,highlights,37,football,0.125
0.005033565,oliverkeith,Oliver Keith,Male,oliver.keith@gmail.com,21/09/2023 21:00,22/09/2023 07:00,France,Europe,live,64,rugby,0.416666667
0.005033565,olivermartinez,Oliver Martinez,Female,oliver.martinez@gmail.com,01/05/2022 21:00,02/05/2022 02:00,South Africa,North America,live,30,tennis,0.208333333
0.005033565,olivermiller,Oliver Miller,Female,oliver.miller@gmail.com,30/07/2022 20:00,31/07/2022 10:00,Spain,Europe,live,31,football,0.583333333
0.005033565,jamesrodriguez,James Rodriguez,Male,james.rodriguez@gmail.com,06/05/2020 09:00,06/05/2020 23:00,China,Africa,highlights,58,tennis,0.583333333
0.005033565,janewilliams,Jane Williams,Male,jane.williams@gmail.com,29/12/2020 13:00,30/12/2020 02:00,Mexico,Africa,live,56,tennis,0.541666667
0.005033565,oliverbrown,Oliver Brown,Female,oliver.brown@gmail.com,06/01/2020 13:00,07/01/2020 03:00,Botswana,South America,live,27,rugby,0.583333333
0.005033565,wayneanorld,Wayne Anorld,Male,wayne.anorld@gmail.com,18/04/2020 03:00,18/04/2020 14:00,UK,Europe,highlights,34,football,0.458333333
0.005033565,robertsmith,Robert Smith,Male,robert.smith@gmail.com,11/09/2020 19:00,12/09/2020 04:00,South Africa,Asia,live,30,tennis,0.375
0.005033565,nathanrodriguez,Nathan Rodriguez,Male,nathan.rodriguez@gmail.com,24/11/2021 04:00,24/11/2021 16:00,Zimbabwe,South America,live,33,tennis,0.5
0.005033565,sophiagarcia,Sophia Garcia,Female,sophia.garcia@gmail.com,28/03/2022 19:00,29/03/2022 04:00,Brazil,South America,highlights,44,rugby,0.375
0.005033565,waynemartinez,Wayne Martinez,Female,wayne.martinez@gmail.com,20/11/2022 08:00,20/11/2022 13:00,Brazil,Asia,highlights,39,football,0.208333333
0.005033565,johnmiller,John Miller,Male,john.miller@gmail.com,09/03/2022 03:00,09/03/2022 13:00,South Africa,South America,live,38,searchsports.php 200,0.416666667
0.005033565,mildredanorld,Mildred Anorld,Male,mildred.anorld@gmail.com,06/04/2020 22:00,07/04/2020 03:00,France,North America,repeat,45,searchsports.php 200,0.208333333
0.005033565,silverwilliams,Silver Williams,Female,silver.williams@gmail.com,13/01/2024 13:00,13/01/2024 21:00,China,Europe,live,35,searchsports.php 200,0.333333333
0.005033565,jameskeith,James Keith,Female,james.keith@gmail.com,05/10/2023 19:00,06/10/2023 09:00,Germany,Africa,highlights,28,football,0.583333333
0.005033565,williambrookes,William Brookes,Female,william.brookes@gmail.com,09/09/2021 11:00,09/09/2021 22:00,Germany,Europe,repeat,33,rugby,0.458333333
0.005033565,williampalmer,William Palmer,Male,william.palmer@gmail.com,09/02/2022 05:00,09/02/2022 17:00,South Africa,North America,live,70,football,0.5
0.005033565,janerodriguez,Jane Rodriguez,Female,jane.rodriguez@gmail.com,14/05/2022 02:00,14/05/2022 08:00,Brazil,Europe,highlights,23,rugby,0.25
0.005033565,williamjohnson,William Johnson,Male,william.johnson@gmail.com,13/01/2024 08:00,13/01/2024 16:00,Mexico,Africa,repeat,28,football,0.333333333
0.005033565,mildredrose,Mildred Rose,Female,mildred.rose@gmail.com,10/05/2022 21:00,11/05/2022 00:00,USA,Asia,repeat,35,rugby,0.125
0.005033565,waynejohnson,Wayne Johnson,Female,wayne.johnson@gmail.com,25/02/2021 04:00,25/02/2021 16:00,Zimbabwe,Europe,highlights,40,pool,0.5
0.005033565,isabellarodriguez,Isabella Rodriguez,Female,isabella.rodriguez@gmail.com,11/05/2023 18:00,12/05/2023 06:00,France,North America,repeat,52,tennis,0.5
0.005033565,nathanpalmer,Nathan Palmer,Male,nathan.palmer@gmail.com,04/09/2020 11:00,04/09/2020 21:00,South Africa,South America,repeat,61,tennis,0.416666667
0.005033565,silvergarcia,Silver Garcia,Male,silver.garcia@gmail.com,29/10/2023 06:00,29/10/2023 15:00,UK,Africa,live,33,tennis,0.375
0.005033565,waynerodriguez,Wayne Rodriguez,Male,wayne.rodriguez@gmail.com,28/04/2020 02:00,28/04/2020 16:00,Italy,South America,repeat,34,rugby,0.583333333
0.005033565,miabrookes,Mia Brookes,Female,mia.brookes@gmail.com,08/12/2021 18:00,09/12/2021 07:00,South Africa,Africa,repeat,52,pool,0.541666667
0.005033565,mildredrose,Mildred Rose,Female,mildred.rose@gmail.com,12/01/2022 00:00,12/01/2022 03:00,Botswana,Asia,highlights,22,tennis,0.125
0.005033565,mildredwilliams,Mildred Williams,Female,mildred.williams@gmail.com,26/12/2023 11:00,26/12/2023 20:00,Germany,Europe,highlights,32,searchsports.php 200,0.375
